"cod_est","descripcion"
"13770610","FACIAL CON COLOR"
"13770625","FACIAL ALTA"
"13770630","FACIAL MUY ALTA"
"13770720","NIÑOS ALTA SPRAY"
"13770725","NIÑOS ALTA BRUMA"
"13770735","NIÑOS MUY ALTA SPRAY"
"13771115","LOCION AFTERSUN"
"13771303","TOALLITA AUTOBRONCEADORA"
"13771335","LOCION Y GEL AUTOBRONCEADORA"
"13771410","PROTECCION MUY ALTA LOCION"
"13771415","PROTECCION MUY ALTA SPRAY"
"13790110","MAQUINAS AFEITAR 3 HOJAS"
"13790120","MAQUINAS AFEITAR 5 HOJAS"
"13790310","CARGADORES AFEITAR 2 HOJAS"
"13790315","CARGADORES AFEITAR 3 HOJAS"
"13790320","CARGADORES AFEITAR 4 HOJAS"
"13790325","CARGADORES AFEITAR 5 HOJAS"
"13790330","CARGADORES AFEITAR VARIOS"
"13790510","MAQUINILLAS DESECHAB. 2 HOJAS"
"13790515","MAQUINILLAS DESECHAB. 3 HOJAS"
"13790520","MAQUINILLAS DESECHAB. 4 HOJAS"
"13790525","MAQUINILLAS DESECHAB. 5 HOJAS"
"13790530","MAQUINILLAS DESECHAB. VARIOS"
"13791605","PR. PREAF. BARRA-CREMA-BROCHA"
"13791610","PRODUCTOS PREAFEITADO ESPUMA"
"13791615","PRODUCTOS PREAFEITADO GEL"
"13791905","POSTAFEITADO AFTER S BALSAMO"
"13791915","POSTAFEITADO AFTER S LOCION"
"13792205","HIDRATACION HOMBRE"
"13792210","LIMPIEZA HOMBRE"
"13792505","CUIDADO FACIAL BASICO"
"13792510","CUIDADO FACIAL ANTIARRUGAS"
"13792515","CUIDADO FACIAL BARBA"
"13820101","CEPILLOS MANUALES AVANZADOS"
"13820103","CEPILLOS MANUALES BASICOS"
"13820109","CEP DENTAL PILAS Y ELECTRICO"
"13820115","CEPILLOS DENTALES VARIOS"
"13820120","CEPILLOS MANUAL BLANQUEADOR"
"13820125","CEP DIENTES/ENCIAS SENSIBLES"
"13820130","RECAMBIO CEP ELECTRICO/PILAS"
"13820301","DENTÍFRICOS EFECTO BLANQUEADOR"
"13820303","DENTIFR.ESMALTE/ENCIAS SENSIB."
"13820305","DENTÍFRICOS FRESCOR"
"13820309","DENTIFRICOS PROTECCION BASICA"
"13820311","DENTIFRICOS SENSIBILIDAD"
"13820315","DENTIFRICO PROTECCION AVANZADA"
"13820320","DENTIFRICOS  2 EN 1"
"13820501","ENJUAGUES EFECTO BLANQUEADOR"
"13820503","ENJUAG. ESMALTE/ENCIAS DELICA."
"13820505","ENJUAGUES FRESCOR"
"13820509","ENJUAGUES  PROTECCION BASICA"
"13820511","ENJUAGUES  SENSIBILIDAD"
"13820512","ENJUAGUES  PROTECCION AVANZADA"
"13820513","ENJUAGUES VARIOS"
"13820701","PRODUCTOS FIJACION"
"13820703","PRODUCTOS LIMPIEZA"
"13820704","CEPILLOS ORTODONCIA"
"13820901","PRODUCTO INTERDENTAL-SEDAS"
"13820904","PRODUCTO INTERDENTAL-CEPILLOS"
"13821505","CEPILLOS MANUALES NIÑOS"
"13821510","DENTIFRICOS 2EN1 NIÑOS"
"13821515","DENTIFRICOS NIÑOS"
"13821520","ENJUAGUES NIÑOS"
"13821525","VARIOS NIÑOS"
"13830115","COMPRESA ULTRA NORMAL"
"13830120","COMPRESA ULTRA SUPER NOCHE"
"13830125","COMPRESA GRUESA"
"13830320","PROTEGE SLIPS NORMAL"
"13830325","PROTEGE SLIPS MAXI"
"13830330","PROTEGE SLIPS VARIOS"
"13830515","TAMPONES APLICADOR CARTON"
"13830520","TAMPONES APLICADOR PLASTICO"
"13830525","TAMPONES APLIC PLASTIC COMPACT"
"13830530","TAMPONES DIGITALES"
"13830710","GELES Y MOUSSES INTIMOS"
"13830715","TOALLITAS INTIMAS"
"13831505","VARIOS"
"13851005","COMPRESAS"
"13851010","PROTEGE SLPS"
"13851505","BRAGAPAÑALES PANTS"
"13852505","PROTEGECAMAS/TOALLITAS"
"13873703","HIGIENE FACIAL  PIEL GRASA"
"13873706","HIGIENE FACIAL  TODO TIPO PIEL"
"13873709","HIGIENE FACIAL  PIEL SECA"
"13873712","HIGIENE FACIAL PIEL SENSIBLE"
"13873715","HIGIENE FACIAL  PIEL REACTIVA"
"13873718","HIGIENE FACIAL PIEL INTOLERANT"
"13873724","CUIDADO FACIAL PIEL GRASA"
"13873730","CUIDADO FACIAL TODO TIPO PIEL"
"13873733","CUIDADO FACIAL PIEL SECA"
"13873736","CUIDADO FACIAL PIEL SENSIBLE"
"13873739","CUIDADO FACIAL PIEL REACTIVA"
"13873742","CUIDADO FACIAL PIEL INTOLERANT"
"13873745","CUIDADO FACIAL ANTIEDAD"
"13873748","CUIDADO FACIAL DESPIGMENTANTES"
"13873751","CUIDADO FACIAL OTROS"
"13873766","MAQUILLAJE PIEL SENSIBLE"
"13873769","MAQUILLAJE PIEL INTOLERANTE"
"13873905","CUIDADO FACIAL HOMBRE"
"13873920","DESODORANTES HOMBRE"
"13874102","HIGIENE CUERPO TODO TIPO PIEL"
"13874104","HIGIENE CUERPO PIEL SECA"
"13874106","HIGIENE CUERPO PIEL SENSIBLE"
"13874108","HIGIENE CUERPO ATOPIA"
"13874112","HIDRAT CUERPO TODO TIPO PIEL"
"13874114","HIDRAT CUERPO PIEL SECA"
"13874116","HIDRAT CUERPO PIEL SENSIBLE"
"13874118","HIDRAT CUERPO ATOPIA"
"13874122","TRATAMIENTO CUERPO PIEL SECA"
"13874124","TRATAMIENTO CUERPO PIEL DAÑADA"
"13874126","TRATAMIENTO CUERPO ATOPIA"
"13874128","TRATAMIENTO CUERPO ANTIESTRIAS"
"13874130","TRATAMIENTO REAFIRMANTE"
"13874132","REDUCTORES Y ANTICELULITICOS"
"13874134","TRATAMIENTO CUERPO OTROS"
"13874138","DESODORANTES TODO TIPO PIEL"
"13874140","DESODORANTES PIEL SENSIBLE"
"13874142","DESODORANTES HIPERHIDROSIS"
"13874144","DESODORANTES OTROS"
"13874146","CUIDADO LABIOS HIDRATACION"
"13874148","CUIDADO LABIOS TRATAMIENTO"
"13874152","HIDRATACION MANOS"
"13874154","HIDRATACION MANOS MUY SECAS"
"13874156","TRATAMIENTO MANOS REPARACION"
"13874158","TRATAMIENTO MANOS ANTIEDAD"
"13874160","CUIDADO MANOS OTROS"
"13874164","HIDRATACION PIE"
"13874168","DESODORANTES Y ANTITRANSPI PIE"
"13874310","PROTECCION LABIAL"
"13874330","PROTECCION MUY ALTA (+50)"
"13874335","PRODUCTOS SOLARES INFANTILES"
"13874340","PRODUCTOS AFTERSUN"
"13874342","PROTECCION SOLAR FACIAL"
"13874705","CUIDADO CAPILAR USO FRECUENTE"
"13874710","CUIDADO CAPILAR CABELLO GRASO"
"13874715","CUIDADO CAPILAR CABELLO SECO"
"13874720","CUIDADO CAPILAR CABELLO FRAGIL"
"13874725","CUIDADO CAPILAR CABELLO FINO"
"13874730","CUIDADO CAPILAR COLORACION"
"13874735","CUIDADO CAPILAR ANTICAIDA"
"13874740","CUIDADO CAPILAR CUERO SENSIBLE"
"13874745","CUIDADO CAPILAR DESCAMACION"
"13874750","CUIDADO CAPILAR OTROS"
"13874905","HIGIENE INTIMA GELES"
"13874910","HIGIENE INTIMA TOALLITAS"
"13874915","CUIDADO INTIMO HIDRATACION"
"13875110","POSTPARTO"
"13875305","PRESERVATIVOS NATURALES"
"13875310","PRESERVATIVOS SENSITIVOS"
"13875315","PRESERVATIVOS SENSACIONES"
"13875320","PRESERVATIVOS PERFORMANCE"
"13875325","LUBRICANTES NATURALES"
"13875330","LUBRICANTES VARIEDADES"
"13875335","LUBRICANTES MASAJE"
"13875503","INFANTIL CEPILLOS"
"13875506","INFANTIL DENTIFRICOS"
"13875509","INFANTIL COLUTORIOS"
"13875512","INFANTIL KIT VIAJE"
"13875515","CEPILLOS MANUALES"
"13875518","CEPILLOS MANUALES BLANQUEADOR"
"13875521","CEPILLOS MANUALES ESPECIALES"
"13875524","CEPILLOS INTERDENTALES"
"13875533","DENTIFRICOS PROTECCION"
"13875536","DENTIFRICOS BLANQUEADORES"
"13875539","DENTIFRICOS GINGIVALES"
"13875542","DENTIFRICOS SENSIBILIDAD DENT"
"13875545","DENTIFRICOS FRESCOR, SEQUEDAD"
"13875548","DENTIFRICOS ORTODONCIA Y OTROS"
"13875551","COLUTORIOS PROTECCION"
"13875554","COLUTORIOS BLANQUEADORES"
"13875557","COLUTORIOS GINGIVALES"
"13875560","COLUTORIOS SENSIBILIDAD DENT"
"13875563","COLUTORIOS FRESCOR, SEQUEDAD"
"13875569","PROTESIS DENTALES LIMPIEZA"
"13875572","PROTESIS DENTALES FIJACION"
"13875575","KIT VIAJE ADULTO"
"13875578","SEDAS, HILO, CINTA Y CERAS"
"13875584","SPRAYS Y OTROS"
"13875705","DERMOCOSMETICA INFANTIL BAÑO"
"13875710","CUIDADO DIARIO DEL BEBE"
"13875715","TOALLITAS"
"13875720","CREMAS Y PASTAS CAMBIO PAÑAL"
"13875725","HIDRATACION INFANTIL"
"13875765","DERMOCOSMETICA INFANTIL OTROS"
"13875903","LECHES ETAPA 1"
"13875906","LECHES ETAPA 2"
"13875909","LECHES ETAPA 3"
"13875912","LECHES ESPECIALES"
"13875915","CEREALES SIN GLUTEN"
"13875918","CEREALES"
"13875921","CEREALES INTEGRALES"
"13875924","CEREALES AFECCIONES LEVES"
"13875927","GALLETAS"
"13875930","TARRITOS MENUS"
"13875933","TARRITOS POSTRES"
"13875948","ALIMENTACION INFANTIL OTROS"
"13876106","LACTANCIA ACCESORIOS"
"13876112","BIBERONES FANTASIA"
"13876121","TETINAS LATEX"
"13876151","ACCESORIOS ASEO Y BAÑO"
"13876157","PUERICULTURA OTROS"
"13876303","VITAMINAS Y MINERALES"
"13876312","JALEA REAL Y PROPOLIS"
"13876318","COMP NUTRICIONALES MENOPAUSIA"
"13876321","COMP NUTRICIONALES MEMORIA"
"13876324","COMP NUTRICIONALES ANTICAIDA"
"13876330","COMP NUTRICIONALES SENIORS"
"13876333","COMP NUTRICIONALES DEPORTE"
"13876336","COMP NUTRICIONALES INFANCIA"
"13876339","COMP NUTRICIONALES OTROS"
"13876505","CONFITERIA"
"13876705","DIGESTIVOS"
"13876710","DEPURATIVOS Y DRENANTES"
"13876715","QUEMAGRASAS"
"13876720","SUSTITUTIVOS COMIDA. BARRITAS"
"13876725","SUSTITUTIVOS COMIDA. BATIDOS"
"13876730","SUSTITUTIVOS COMIDA. OTROS"
"13876735","CONTROL DE PESO OTROS"
"13876907","ANTISTRESS"
"13876909","SUEÑO"
"13876995","OTROS"
"13877102","DESINFECTANTES ALCOHOL"
"13877104","DENSIFECTANTES AGUA OXIGENADA"
"13877106","DESINFECTANTES POVIDONA"
"13877108","DESINFECTANTES VARIOS"
"13877110","ALGODON BASTONCILLOS"
"13877112","ALGODON ZIGZAG"
"13877114","GASAS"
"13877116","ESPARADRAPO BASICO"
"13877118","ESPARADRAPO AVANZADO"
"13877120","APOSITOS INFANTIL / JUNIOR"
"13877122","APOSITOS BASICOS"
"13877124","APOSITOS AVANZADOS"
"13877128","APOSITO HERPES"
"13877132","VENDAS"
"13877134","TRANSTORNOS MENORES"
"13877136","BOLSAS FRIO CALOR"
"13877138","TRATAMIENTO CALLOS"
"13877140","ANTIACIDOS"
"13877142","SUERO FISIOLOGICO"
"13877144","CUIDADO OCULAR LENTILLAS"
"13877146","CUIDADO OCULAR GOTAS"
"13877148","CUIDADO OCULAR GAFA PRESBICIA"
"13877150","CUIDADO OCULAR PRODUCTO GAFAS"
"13877152","REPELENTES MOSQUITOS LOCION"
"13877160","REPELENTES MOSQUITOS POSTPICA"
"13877162","PIOJOS TRATAMIENTO"
"13877164","PIOJOS OTROS"
"13877166","TERMOMETROS"
"13877168","TAPONES"
"13877170","COMPLEMENTOS DE BOTIQUIN"
"13877310","PLANTILLAS PIES ANTIOLOR"
"13877505","PRODUCTOS DE CELULOSA"
"13877510","PRODUCTOS DE LIMPIEZA"
"13930135","PAÑALES CIERRE TALLA 1"
"13930138","PAÑALES CIERRE TALLA 2"
"13930141","PAÑALES CIERRE TALLA 3"
"13930144","PAÑALES CIERRE TALLA 4"
"13930147","PAÑALES CIERRE TALLA 5"
"13930150","PAÑALES CIERRE TALLA 6"
"13930153","PAÑALES ESPEC. ENEURESIS"
"13930156","PAÑALES ESPEC. PANTS"
"13930159","PAÑALES ESPEC. BAÑADOR"
"13930762","TOALLITAS BEBE MULTIUSO"
"13930765","TOALLITAS CARA Y MANOS"
"13930768","TOALLITAS WC"
"13931005","PROTEGECAMAS"
"13951505","LECHE POLVO INICIO"
"13951510","LECHE POLVO CONTINUACION"
"13951515","LECHE POLVO CRECIMIENTO"
"13952005","LECHE LIQUIDA INICIO"
"13952010","LECHE LIQUIDA CONTINUACION"
"13952015","LECHE LIQUIDA CRECIMIENTO"
"13952505","PAPILLAS POLVO"
"13952510","PAPILLAS POLVO MAXI"
"13952515","PAPILLAS LIQUIDAS"
"13953005","TARRITOS FRUTAS"
"13953010","TARRITOS FRUTAS Y CEREALES"
"13953505","TARRITOS MENU VERDURAS"
"13953510","TARRITOS MENU PESCADO"
"13953515","TARRITOS MENU TERNERA"
"13953520","TARRITOS MENU POLLO"
"13953525","TARRITOS MENU PAVO"
"13953530","TARRITOS MENU JAMON"
"13953535","TARRITOS MENU OTROS"
"13954005","BOLSITAS FRUTAS"
"13954015","BOLSITAS LACTEOS"
"13954505","POSTRES LACTEOS TARRINA"
"13955005","OTROS ALIM. INF. GALLETAS"
"13955010","OTROS ALIM. INF. SNACKS"
"13955015","OTROS ALIM. INF. ZUMOS"
"13955515","BIO PAPILLAS"
"13955520","BIO TARRITOS FRUTAS"
"13955525","BIO TARRITOS MENU"
"13955530","BIO BOLSITAS FRUTAS"
"13955540","BIO POSTRES LACTEOS"
"13955545","BIO OTROS ALIM. INFANTIL"
"14220904","M.P. PRIMEROS  PLATOS"
"14221201","PIZZAS ENTERAS"
"14250505","APERITIVOS"
"14250510","DIPS"
"14250515","BOCADILLOS"
"14250520","SANDWICHES"
"14250530","SALSAS VARIADAS"
"14251005","CREMAS Y SOPAS"
"14251010","ENSALADAS"
"14251015","ENSALADILLAS"
"14251020","GAZPACHOS"
"14251030","SUSHI"
"14251035","SUSHI STAND"
"14251505","POSTRES VARIOS"
"14252005","BEBIDAS VARIAS"
"14260101","CROQUETAS"
"14260102","FRITOS"
"14260201","ENSALADILLAS"
"14260301","PUDINGS"
"14260302","PASTELES FRIOS"
"14260401","PAELLAS"
"14260402","ARROCES"
"14260403","FIDEUAS"
"14260501","PASTA LISA"
"14260601","LASAÑAS"
"14260602","CANELONES"
"14260701","LEGUMBRES COCINADAS"
"14260801","VERDURAS COCINADAS"
"14260901","PESCADOS"
"14261001","CARNES"
"14261101","P.ASIATICOS"
"14261103","P. OTROS ORIGENES"
"14261201","P.V. FRESCO"
"14261202","P.V.  BASE VERDURA"
"14261203","P.V.  RECETA "
"14261301","ECO-BIO"
"14261401","P-DUPLOS MENU"
"14261501","MIGAS"
"14301505","PIZZAS JAMON Y QUESO"
"14301510","PIZZAS MIX DE QUESOS"
"14301515","PIZZAS CARBONARA"
"14301520","PIZZAS BARBACOA"
"14301525","PIZZAS JAMON"
"14301530","PIZZAS ATUN"
"14301535","PIZZAS POLLO"
"14301540","PIZZAS OTROS"
"14301545","PIZZAS MAXIS"
"14301550","PIZZAS MINIS"
"14302501","TORTILLAS"
"14302502","RECETAS CON PATATA."
"14303001","ASADOS"
"14303002","RELLENOS"
"14303003","OTROS"
"14350510","LEVADURA FRESCA"
"14350515","SALSAS PARA PASTA"
"14351005","MASAS DE PIZZA"
"14351010","OBLEAS Y EMPANADILLAS"
"14351015","PASTA FRESCA"
"14351510","MASAS DE HOJALDRE Y OTRAS"
